head_entity	relation	tail_entity	ID
Naikon	relate_to	South China Sea	15602
Naikon	relate_to	Southeast Asia	15603
energy resources	idus_located_at	PRC	15604
energy resources	idus_located_at	South China Sea	15605
energy resources	idus_located_at	Southeast Asia	15606
Night Dragon	launch	attacks	15607
Night Dragon	target_industry	social engineering	15608
Night Dragon	launch	spearphishing attacks	15609
Night Dragon	use_tool	remote administration tools	15610
Night Dragon	use_tool	RATs	15611
Night Dragon	target_industry	oil and gas	15612
group	relate_to	Saudi Arabian	15613
group	target_industry	telecommunications	15614
group	target_industry	defense industries	15615
telecommunications	idus_located_at	Saudi Arabian	15616
defense industries	idus_located_at	Saudi Arabian	15617
attackers	use_tool	DDE protocol	15618
attackers	use_way	remotely execute commands	15619
GCMAN group	launch	attack	15620
GCMAN group	use_way	cron script	15621
GCMAN group	target_industry	bank	15622
GCMAN group	use_way	MS SQL injection	15623
GCMAN group	target_industry	bank	15624
Gorgon Group	use_way	URL shortening services	15625
Gorgon	use_way	decoy documents	15626
Gorgon	use_way	phishing emails	15627
Gorgon	launch	attacks	15628
Honeybee	use_way	Visual Basic macro code	15629
Ke3chang	use_way	spear-phishing emails	15630
attackers	use_way	spear-phishing emails	15631
Ke3chang	use_way	spear-phishing emails	15632
attackers	use_way	spear-phishing emails	15633
APT15 group	use_way	DLL hijacking techniques	15634
Lazarus	launch	campaign	15635
Lazarus	launch	HaoBao	15636
Lazarus	use_way	phishing emails	15637
Lazarus	target_organization	Bitcoin users	15638
Lazarus	target_organization	financial organizations	15639
Lazarus	launch	campaign	15640
Lazarus	launch	HaoBao	15641
Lazarus	use_way	phishing emails	15642
Lazarus	target_organization	financial organizations	15643
Lazarus group	hacker_active_time	2017	15644
Lazarus group	use_way	spear phishing emails	15645
Lazarus group	target_organization	job recruiters	15646
government organization	org_located_at	Europe	15647
Symantec	sec_active_time	2016	15648
Symantec	sec_active_time	2017	15649
Symantec	sec_active_time	2016	15650
Symantec	sec_active_time	2017	15651
Symantec	sec_active_time	November 2015	15652
Symantec	sec_active_time	early 2015	15653
government agencies	org_located_at	Southern Asia	15654
operating system-supported feature	tool_have_feature	installing updates	15655
folders	tool_have_feature	contain information	15656
Hermes	tool_have_feature	encrypt files	15657
Ryuk	tool_have_feature	encrypt files	15658
Ryuk	tool_have_feature	encrypt files	15659
AES	tool_have_feature	encrypt files	15660
RSA	tool_have_feature	encrypt files	15661
National Health Service	idus_located_at	U.K.	15662
NHS	idus_located_at	U.K.	15663
CrowdStrike Intelligence	sec_active_time	July 2017	15664
security firm	org_located_at	South Korean	15665
CrowdStrike Intelligence	sec_active_time	February	15666
Talos	sec_active_time	August of 2018	15667
Cisco Talos	sec_active_time	July 2018	15668
Unit 42	sec_active_time	January	15669
Unit 42	sec_active_time	May	15670
Unit 42	sec_active_time	2018	15671
Kaspersky	sec_active_time	2014	15672
Kaspersky	sec_active_time	2017	15673
Cylance	sec_active_time	2014	15674
Cylance	sec_active_time	2017	15675
360 Helios Team	sec_active_time	December 2007	15676
FireEye	sec_active_time	Mar 16	15677
FireEye	sec_active_time	2018	15678
FireEye	sec_active_time	December 2017	15679
FireEye	sec_active_time	September 2017	15680
ICS Security	sec_active_time	Dec 14	15681
ICS Security	sec_active_time	2017	15682
it	file_have_feature	simplify the overall graph	15683
it	file_have_feature	make analysis easier	15684
FireEye	sec_active_time	Oct. 24	15685
FireEye	sec_active_time	September 2016	15686
1:FireEye	sec_active_time	2016	15687
hospitality organization	org_located_at	Montenegro	15688
government	org_located_at	Montenegro	15689
FireEye	sec_active_time	May 2017	15690
FireEye	sec_active_time	June 2017	15691
FireEye	sec_active_time	past year	15692
Mimikatz	file_have_feature	extract credentials	15693
GoogleUpdate.exe	file_have_feature	communicating	15694
malware	file_have_feature	configuration	15695
malware	file_have_feature	download	15696
malware	file_have_feature	execute	15697
They	file_have_feature	download	15698
They	file_have_feature	secretly	15699
They	file_have_feature	record audios	15700
They	file_have_feature	upload	15701
email stealer	file_have_feature	collects connection	15702
Group-IB	sec_active_time	2019	15703
Silence.Main Trojan	file_have_feature	control	15704
Silence.Downloader	file_have_feature	receive	15705
Silence.MainModule	file_have_feature	provides	15706
Silence.MainModule	file_have_feature	downloading files	15707
Silence.MainModule	file_have_feature	uploading files	15708
PlugX	file_have_feature	communication compression	15709
PlugX	file_have_feature	encryption	15710
PlugX	file_have_feature	network enumeration	15711
PlugX	file_have_feature	files interaction	15712
PlugX	file_have_feature	remote shell operations	15713
TONEDEAF	file_have_feature	collecting system information	15714
TONEDEAF	file_have_feature	uploading	15715
TONEDEAF	file_have_feature	downloading	15716
TONEDEAF	file_have_feature	arbitrary	15717
PICKPOCKET	file_have_feature	dumps	15718
Banks	idus_located_at	Russia	15719
Banks	idus_located_at	United Kingdom	15720
Banks	idus_located_at	Netherlands	15721
Banks	idus_located_at	Spain	15722
Banks	idus_located_at	Romania	15723
Banks	idus_located_at	Belarus	15724
Banks	idus_located_at	Poland	15725
Banks	idus_located_at	Estonia	15726
Banks	idus_located_at	Bulgaria	15727
Banks	idus_located_at	Georgia	15728
Banks	idus_located_at	Moldova	15729
Banks	idus_located_at	Kyrgyzstan	15730
Banks	idus_located_at	Armenia	15731
Banks	idus_located_at	Taiwan	15732
Banks	idus_located_at	Malaysia	15733
GRIFFON	file_have_feature	understand	15734
GRIFFON	file_have_feature	written	15735
AveMaria	file_have_feature	collects	15736
AveMaria	file_have_feature	act	15737
banks	idus_located_at	UAE	15738
banks	idus_located_at	Arabic-speaking	15739
banks	idus_located_at	Asian	15740
banks	idus_located_at	India	15741
banks	idus_located_at	Indonesia	15742
banks	idus_located_at	the Philippines	15743
Cyber Security Center	sec_active_time	April 2019	15744
Canadian Center	sec_active_time	April 2019	15745
Trend Micro’s	sec_active_time	April	15746
documents	file_have_feature	deliver the payload	15747
Cyber Security Center	sec_active_time	April 2019	15748
Canadian Center	sec_active_time	April 2019	15749
Trend Micro’s	sec_active_time	April	15750
documents	file_have_feature	deliver the payload	15751
date codes	file_have_feature	campaign tracking	15752
Careto	file_have_feature	upload additional modules	15753
CONFUCIUS_B	file_have_feature	disguised as a PowerPoint presentation	15754
CONFUCIUS_B	file_have_feature	using a Right-To-Left-Override	15755
CONFUCIUS_B	file_have_feature	false icon	15756
Android version	file_have_feature	steal SMS messages	15757
Android version	file_have_feature	accounts	15758
Android version	file_have_feature	contacts	15759
Android version	file_have_feature	files	15760
Android version	file_have_feature	record audio	15761
bot	file_have_feature	upload one of the remote access programs	15762
document	file_have_feature	reviewing and discussing best practices	15763
exploit code	file_have_feature	gain access to systems	15764
exploit code	file_have_feature	provides command and control	15765
.lnk file	file_have_feature	redirects the user	15766
attachment	file_have_feature	install the trojan	15767
DLL side-loading	file_have_feature	install the trojan	15768
files	file_have_feature	take control	15769
wuaupdt.exe	file_have_feature	receive	15770
wuaupdt.exe	file_have_feature	execute CMD commands	15771
CMD	tool_have_feature	receive	15772
CMD	tool_have_feature	execute CMD commands	15773
AutoHotKey scripts	file_have_feature	upload a screenshot	15774
RAT	file_have_feature	download	15775
RAT	file_have_feature	execute	15776
RAT	file_have_feature	compress	15777
RAT	file_have_feature	encrypt	15778
RAT	file_have_feature	upload	15779
RAT	file_have_feature	search directories	15780
Bemstour	file_have_feature	deliver	15781
DoublePulsar	file_have_feature	inject	15782
Okrum	file_have_feature	embedding	15783
Sea Turtle	file_have_feature	DNS hijacking	15784
it	file_have_feature	drop the legitimate script	15785
Margarita	file_have_feature	requirements	15786
UMBRAGE	file_have_feature	cover keyloggers	15787
UMBRAGE	file_have_feature	password collection	15788
UMBRAGE	file_have_feature	webcam capture	15789
UMBRAGE	file_have_feature	data destruction	15790
UMBRAGE	file_have_feature	persistence	15791
UMBRAGE	file_have_feature	privilege escalation	15792
UMBRAGE	file_have_feature	stealth	15793
UMBRAGE	file_have_feature	survey	15794
'Improvise'	file_have_feature	configuration	15795
'Improvise'	file_have_feature	post-processing	15796
'Improvise'	file_have_feature	payload setup	15797
'Improvise'	file_have_feature	execution vector	15798
sample	file_have_feature	DLL sideloading	15799
sample	file_have_feature	uploaded	15800
Trochilus	file_have_feature	DLL sideloading	15801
Trochilus	file_have_feature	uploaded	15802
configuration file	file_have_feature	injecting	15803
backdoor	file_have_feature	exﬁltrate ﬁles	15804
backdoor	file_have_feature	execute additional scripts	15805
backdoor	file_have_feature	delete ﬁles	15806
VBA2Graph	file_have_feature	call graph	15807
JavaScript	file_have_feature	forces	15808
JavaScript	file_have_feature	collect	15809
political	idus_located_at	US	15810
political	idus_located_at	UK	15811
political	idus_located_at	Israel	15812
military	idus_located_at	US	15813
military	idus_located_at	UK	15814
military	idus_located_at	Israel	15815
defense industry	idus_located_at	US	15816
defense industry	idus_located_at	UK	15817
defense industry	idus_located_at	Israel	15818
hackers	use_way	wirelessly access	15819
hackers	target_component	critical driving functions	15820
hackers	use_tool	internet - enabled gadgets plugged	15821
hackers	target_car	cars	15822
hackers	target_component	most sensitive guts	15823
critical driving functions	belong	cars	15824
most sensitive guts	belong	cars	15825
group	relate_to	California	15826
group	relate_to	San Diego	15827
group	use_way	technique	15828
group	target_car	vehicles	15829
group	use_tool	tiny commercial device	15830
group	target_car	cars	15831
group	target_car	trucks	15832
group	target_component	dashboards	15833
tiny commercial device	tool_have_feature	wirelessly hack	15834
dashboards	belong	vehicles	15835
dashboards	belong	cars	15836
dashboards	belong	trucks	15837
researchers	launch	proof - of - concept attacks	15838
researchers	target_car	2013 Corvette	15839
researchers	have_purpose	messing	15840
researchers	target_component	windshield wipers	15841
researchers	have_purpose	activating	15842
researchers	have_purpose	cutting	15843
researchers	target_component	brakes	15844
windshield wipers	belong	2013 Corvette	15845
brakes	belong	2013 Corvette	15846
researchers	use_way	Corvette brake tricks	15847
researchers	target_car	modern vehicle	15848
researchers	have_purpose	hijacked	15849
researchers	target_component	critical components	15850
researchers	target_component	locks	15851
researchers	target_component	steering	15852
researchers	target_component	transmission	15853
critical components	belong	modern vehicle	15854
locks	belong	modern vehicle	15855
steering	belong	modern vehicle	15856
transmission	belong	modern vehicle	15857
researchers	relate_to	UCSD	15858
researchers	launch	attacks	15859
researchers	use_tool	OBD2 dongle	15860
researchers	relate_to	France	15861
researchers	relate_to	San Francisco	15862
cellular - enabled devices	tool_have_feature	tracking cars	15863
cellular - enabled devices	tool_have_feature	charging drivers	15864
researchers	sec_active_time	June	15865
dongle	have_exp	vulnerability	15866
Internet - connected gadgets	have_exp	vulnerability	15867
networks	belong	cars	15868
Corey Thuen	sec_active_time	Earlier this year	15869
Progressive Snapshot device	have_exp	vulnerabilities	15870
Mobile Devices dongles	have_exp	security bugs	15871
gadgets	component_have_feature	access them via SSH	15872
hacker	have_purpose	access	15873
hacker	target_component	dongles	15874
Mobile Devices dongles	component_have_feature	accept commands via SMS	15875
Charlie Miller	sec_active_time	2013	15876
Chris Valasek	sec_active_time	2013	15877
OBD2 port	belong	Toyota Prius	15878
OBD2 port	belong	Ford Escape	15879
devices	belong	vehicles	15880
researchers	use_tool	dongle	15881
dongle	tool_have_feature	take control of various systems	15882
researchers	target_car	cars	15883
researchers	target_car	2013 Chevy Corvette	15884
Researchers	target_car	cars	15885
Researchers	target_car	Fiat Chrysler	15886
Researchers	target_car	Tesla	15887
Researchers	target_car	Chevy Corvette	15888
Researchers	have_purpose	cut out	15889
Researchers	target_component	brake functionality	15890
brake functionality	belong	cars	15891
brake functionality	belong	Fiat Chrysler	15892
brake functionality	belong	Tesla	15893
brake functionality	belong	Chevy Corvette	15894
group	relate_to	California	15895
group	use_way	technique	15896
group	target_car	autos	15897
group	target_car	trucks	15898
group	use_tool	connected dongle	15899
group	target_car	modern vehicles	15900
connected dongle	tool_have_feature	wirelessly hack	15901
dashboards	belong	car	15902
dashboards	belong	truck	15903
hackers	use_tool	problematic dongle	15904
hackers	use_way	send it a short SMS message	15905
hackers	target_car	vehicle	15906
hackers	target_component	internal computer network	15907
internal computer network	belong	vehicle	15908
researchers	launch	attacks	15909
researchers	target_car	2013 Corvette	15910
researchers	have_purpose	messing	15911
researchers	target_component	windshield wipers	15912
researchers	have_purpose	activating	15913
researchers	have_purpose	cutting	15914
researchers	target_component	brakes	15915
windshield wipers	belong	2013 Corvette	15916
brakes	belong	2013 Corvette	15917
researchers	sec_active_time	last week	15918
hackers	hacker_active_time	last week	15919
researchers	find	hackers	15920
hackers	exploit	significant flaws	15921
hackers	target_car	Tesla 's Model S	15922
hackers	have_purpose	take control of	15923
hackers	target_car	vehicle	15924
hackers	have_purpose	turn the car off	15925
Serious hackers	have_purpose	seek financial information	15926
Serious hackers	have_purpose	government securities	15927
Cybersecurity researchers	find	threat actors	15928
service	have_exp	security vulnerability	15929
threat actors	exploit	security vulnerability	15930
service	belong	connected vehicle	15931
threat actors	target_car	connected vehicle	15932
threat actors	target_component	service	15933
service	belong	vehicles	15934
service	belong	Honda	15935
service	belong	Nissan	15936
service	belong	Infiniti	15937
service	belong	Acura	15938
SiriusXM	find	threat actors	15939
threat actors	have_purpose	remotely attack	15940
threat actors	target_car	vehicles	15941
threat actors	target_car	Honda	15942
threat actors	target_car	Nissan	15943
threat actors	target_car	Infiniti	15944
threat actors	target_car	Acura	15945
Sam Curry	find	attacker	15946
attacker	exploit	flaw	15947
attacker	target_component	service	15948
attacker	have_purpose	unlock	15949
attacker	have_purpose	start	15950
attacker	have_purpose	locate	15951
attacker	have_purpose	honk	15952
attacker	target_car	car	15953
service	have_exp	flaw	15954
service	belong	car	15955
Curry	sec_active_time	2012	15956
locks	have_exp	vulnerability	15957
engine	have_exp	vulnerability	15958
horn	have_exp	vulnerability	15959
headlights	have_exp	vulnerability	15960
locks	belong	Hyundai	15961
engine	belong	Hyundai	15962
horn	belong	Hyundai	15963
headlights	belong	Hyundai	15964
locks	belong	Genesis vehicles	15965
engine	belong	Genesis vehicles	15966
horn	belong	Genesis vehicles	15967
headlights	belong	Genesis vehicles	15968
locks	belong	trunk	15969
locks	belong	vehicles	15970
engine	belong	trunk	15971
engine	belong	vehicles	15972
horn	belong	trunk	15973
horn	belong	vehicles	15974
headlights	belong	trunk	15975
